amount,velocity,location_risk,device_change,fraud
19265,17,1,1,0
4506,19,0,0,0
42585,2,0,0,0
46373,10,1,1,0
28553,3,0,0,0
2535,20,0,1,0
48571,9,0,1,0
47323,16,0,0,1
34066,4,0,1,0
683,17,0,0,0
8815,3,0,0,0
45309,18,1,0,1
3311,11,1,1,0
28086,10,1,0,0
30627,15,1,1,1
1545,2,0,0,0
11258,6,1,0,0
39758,5,0,1,0
30199,13,1,0,1
1650,10,0,0,0
47181,12,0,0,1
26546,1,1,0,0
43975,20,1,1,1
8218,11,0,1,0
4724,9,0,1,0
43526,15,0,0,1
20172,8,0,1,0
19224,11,1,1,0
18745,6,0,0,0
31710,15,1,1,1
30323,18,0,0,1
14550,20,1,1,0
9423,4,1,1,0
7794,15,1,0,0
1733,7,1,0,0
6446,15,1,1,0
20808,1,0,1,0
27896,17,0,1,1
25006,14,1,1,1
29992,15,0,1,1
4477,8,0,1,0
22425,8,1,0,0
22066,3,0,1,0
8714,6,1,1,0
37548,17,0,1,1
16904,17,1,1,0
48735,13,1,0,1
27148,1,0,0,0
35772,14,0,0,1
1526,14,0,1,0
219,3,1,1,0
40798,3,0,0,0
38453,15,0,0,1
25711,2,1,1,0
31620,12,1,0,1
44010,14,0,1,1
31966,3,0,0,0
36174,8,0,1,0
42771,13,0,1,1
47980,15,1,1,1
14038,19,0,0,0
11962,17,0,1,0
18353,6,1,1,0
32593,3,1,1,0
6869,16,1,1,0
16920,10,1,0,0
12365,8,0,0,0
390,16,1,0,0
16651,3,0,0,0
28325,7,1,1,0
42352,11,1,0,1
17549,19,0,0,0
26430,15,0,0,1
36571,6,0,1,0
31834,3,1,0,0
37616,18,1,0,1
28615,8,0,1,0
13529,6,0,0,0
19577,1,1,0,0
11291,1,0,1,0
9265,4,0,1,0
16307,2,1,1,0
45001,13,0,0,1
47939,14,1,0,1
14534,16,0,1,0
18636,6,1,0,0
32310,10,0,1,0
21263,6,0,1,0
19377,11,0,1,0
20694,5,1,0,0
23256,19,1,0,1
12283,3,1,1,0
19611,13,1,0,0
19453,3,1,0,0
34953,15,1,0,1
31559,19,1,0,1
48256,19,1,0,1
7423,13,1,1,0
28090,18,1,0,1
19812,9,0,1,0
32836,8,0,0,0
33244,19,0,0,1
22889,8,1,1,0
36252,2,0,1,0
39597,2,1,1,0
21999,7,0,1,0
5231,10,0,0,0
16293,13,1,1,0
46417,4,1,0,0
18483,15,0,0,0
37339,20,0,0,1
44232,5,0,1,0
7475,17,0,1,0
37795,4,1,0,0
21825,20,0,0,1
18811,19,0,1,0
32129,17,1,1,1
27404,15,0,1,1
38675,3,1,0,0
34970,11,0,0,1
31629,10,0,1,0
12246,4,0,0,0
13084,13,1,1,0
43037,10,0,1,0
10531,15,0,0,0
8255,6,0,0,0
3549,4,1,0,0
2182,11,0,0,0
19712,1,0,1,0
2159,19,0,1,0
24417,4,1,1,0
35714,9,1,0,0
39096,1,1,0,0
3618,20,1,1,0
19936,8,0,1,0
26468,8,1,1,0
36283,12,0,0,1
32058,9,1,1,0
20611,20,0,1,1
17423,2,0,0,0
31194,12,0,1,1
1683,9,1,1,0
25942,3,1,0,0
42373,19,1,0,1
46490,10,1,1,0
13670,4,1,0,0
18442,2,1,0,0
1319,15,1,1,0
36387,16,0,0,1
25140,20,1,1,1
26936,19,1,0,1
35889,1,1,0,0
5300,12,0,1,0
41053,19,0,1,1
10755,12,1,1,0
28798,18,0,1,1
49094,6,1,1,0
21416,18,0,1,1
19274,19,0,0,0
7156,7,1,1,0
42513,12,1,0,1
37601,18,0,0,1
19693,16,1,1,0
32272,9,1,1,0
39609,12,1,1,1
43276,12,1,0,1
23338,10,1,1,0
21404,4,1,1,0
27446,2,0,1,0
19773,15,0,1,0
25559,4,0,0,0
32944,11,1,1,1
29158,18,0,1,1
41336,4,1,1,0
45431,18,1,0,1
14093,18,0,0,0
21680,10,0,1,0
46759,1,0,0,0
14838,2,0,1,0
42019,7,1,1,0
3868,16,0,1,0
43784,17,0,0,1
5257,6,1,1,0
37946,19,0,1,1
10222,14,1,0,0
30146,4,0,0,0
21282,1,1,0,0
17621,15,1,0,0
36171,15,0,1,1
4345,15,0,1,0
36899,5,0,1,0
883,20,0,0,0
28430,15,0,1,1
15566,8,0,1,0
12843,15,1,0,0
696,17,1,0,0
17374,4,1,1,0
7950,20,0,0,0
21044,18,1,1,1
20352,11,1,0,1
34288,7,0,0,0
43993,1,0,0,0
41187,1,0,0,0
27193,10,0,1,0
1184,10,1,1,0
26661,7,0,1,0
8524,2,1,1,0
745,2,0,1,0
14981,13,1,0,0
14988,15,1,1,0
38777,3,1,1,0
44084,7,0,0,0
25899,6,1,1,0
26472,10,0,0,0
3245,8,0,1,0
23119,13,0,1,1
19430,18,1,0,0
27835,5,0,0,0
13227,8,1,0,0
28400,3,0,0,0
18039,1,0,0,0
10504,19,1,0,0
14525,6,0,1,0
26789,19,1,0,1
11640,8,1,0,0
41716,4,0,0,0
32038,15,1,0,1
49493,8,1,0,0
14556,11,0,1,0
28880,3,0,1,0
4159,10,0,1,0
8351,13,0,0,0
29927,8,1,0,0
48055,2,0,1,0
44869,11,1,1,1
49730,12,1,0,1
46399,12,0,1,1
37003,18,1,0,1
7422,13,0,1,0
35967,3,1,1,0
46328,14,0,1,1
38910,6,1,1,0
16474,17,1,0,0
38303,5,1,0,0
30580,3,1,0,0
25503,12,0,1,1
13328,2,0,0,0
46615,16,1,0,1
9635,7,0,0,0
4607,9,1,0,0
26682,5,0,1,0
6791,12,1,0,0
31156,15,0,0,1
9580,16,0,0,0
7006,11,0,1,0
12005,15,0,0,0
4403,18,1,1,0
857,6,0,0,0
6552,8,0,1,0
22506,3,1,0,0
20969,11,0,0,1
3096,12,0,0,0
26414,17,1,1,1
8291,19,0,0,0
17749,19,0,1,0
22865,11,1,1,1
30386,8,0,0,0
16331,15,0,0,0
3982,16,1,0,0
31068,16,1,1,1
1945,4,0,1,0
19945,13,0,1,0
46527,7,0,0,0
41930,1,1,1,0
49054,8,0,0,0
30435,8,1,0,0
35790,8,0,0,0
2929,14,1,1,0
3902,7,0,0,0
31027,7,1,0,0
21328,10,0,0,0
45615,15,0,1,1
42612,7,0,1,0
33452,16,0,0,1
46904,3,0,0,0
17915,8,1,0,0
30970,13,0,0,1
24828,2,0,1,0
33136,15,1,0,1
5414,12,1,1,0
294,9,1,0,0
1672,8,0,1,0
32788,7,0,0,0
37115,11,0,1,1
46169,8,1,0,0
7618,4,0,1,0
32590,20,1,0,1
7183,1,1,1,0
15090,4,0,0,0
37619,13,0,1,1
26421,10,1,1,0
14076,17,1,0,0
45678,12,0,1,1
46684,11,0,0,1
44758,13,1,0,1
23831,1,0,0,0
47622,1,1,0,0
41245,1,1,0,0
37025,17,1,1,1
49899,4,0,0,0
46754,17,0,0,1
9058,9,1,1,0
39063,17,1,0,1
30680,11,0,1,1
6627,5,0,0,0
19553,7,1,0,0
33747,13,0,0,1
9956,4,0,1,0
3570,12,1,0,0
30638,5,1,0,0
44551,5,0,1,0
26443,15,1,0,1
27073,9,0,0,0
38633,15,1,0,1
37900,17,1,1,1
36456,12,1,1,1
25845,12,1,0,1
1734,13,1,1,0
47202,18,0,0,1
45032,8,1,0,0
18878,20,1,1,0
37312,8,0,0,0
40198,9,1,0,0
40712,5,0,0,0
6997,8,0,1,0
21590,6,0,1,0
11575,10,0,0,0
5692,1,0,0,0
20431,11,1,0,1
31604,1,1,0,0
6801,13,0,0,0
38323,16,1,0,1
45553,16,0,1,1
34618,13,0,0,1
14092,7,0,1,0
12633,15,0,1,0
7278,13,0,0,0
43343,11,1,1,1
31618,19,0,1,1
27200,5,0,0,0
44353,20,1,0,1
23734,17,0,1,1
16932,6,1,0,0
11661,11,1,0,0
45111,10,1,1,0
14035,13,1,1,0
4206,18,0,0,0
26913,11,0,0,1
957,15,0,1,0
10797,17,0,0,0
21918,8,1,0,0
36361,3,0,1,0
23287,19,1,1,1
10868,4,1,0,0
14772,2,0,0,0
1039,19,0,0,0
37926,16,1,0,1
9475,2,0,1,0
37911,5,1,0,0
48844,2,1,1,0
8158,4,1,0,0
47036,20,1,1,1
39684,5,1,0,0
39242,2,0,1,0
11420,17,1,0,0
10282,17,1,0,0
15450,17,1,0,0
11817,14,0,0,0
49594,17,1,1,1
10561,3,0,1,0
34410,14,1,0,1
27965,5,1,1,0
6703,17,1,0,0
6952,15,1,1,0
27281,3,1,0,0
47599,4,0,1,0
46998,3,1,1,0
10028,3,1,0,0
45150,1,1,0,0
9277,15,1,1,0
7481,16,0,1,0
49198,15,1,1,1
43404,11,1,0,1
9383,16,0,0,0
43123,18,1,0,1
15040,17,1,0,0
3955,13,1,1,0
18314,19,0,0,0
11646,7,0,0,0
21893,17,0,0,1
5293,1,0,1,0
25741,8,1,1,0
16954,16,1,0,0
7690,9,1,0,0
38420,16,0,0,1
18327,15,0,0,0
40972,9,0,1,0
41335,4,0,1,0
22741,17,1,0,1
5722,10,0,1,0
34923,4,1,1,0
40627,5,1,0,0
20646,2,0,0,0
878,11,1,0,0
26327,17,0,0,1
42722,10,1,1,0
14432,20,1,0,0
8694,9,0,1,0
8483,12,1,0,0
29978,10,1,0,0
23175,15,0,0,1
25738,15,1,1,1
42827,18,0,0,1
45061,10,1,1,0
27271,15,1,0,1
46737,3,0,1,0
14298,18,1,1,0
35259,17,0,1,1
26616,17,1,0,1
47417,12,1,1,1
24436,10,0,0,0
13050,13,1,0,0
45983,12,0,0,1
9804,19,0,1,0
10780,19,0,0,0
22893,3,0,1,0
44033,15,1,1,1
2559,7,0,0,0
23756,14,1,1,1
38272,10,1,1,0
21232,5,0,0,0
30718,17,1,0,1
11201,4,0,1,0
28103,7,1,0,0
7035,13,0,1,0
36640,12,0,1,1
21207,8,0,0,0
7954,9,0,1,0
39967,12,1,0,1
14858,17,1,1,0
39363,15,1,0,1
31994,10,1,0,0
27242,16,1,0,1
6713,15,1,0,0
34070,18,0,0,1
42514,12,0,1,1
33894,9,1,1,0
5910,13,1,0,0
21647,4,0,1,0
3357,10,1,0,0
38268,3,1,0,0
39951,16,0,1,1
9049,5,0,0,0
18266,5,1,1,0
31877,6,1,0,0
12145,10,1,0,0
38241,14,1,0,1
10052,16,0,1,0
8915,15,0,0,0
15890,19,0,1,0
9731,17,0,1,0
2376,8,0,1,0
29855,15,0,0,1
44313,13,0,1,1
11707,8,0,0,0
1523,16,1,0,0
25960,6,0,1,0
39293,8,0,1,0
237,1,0,1,0
26872,10,1,0,0
48129,3,0,1,0
1119,14,0,1,0
41243,4,0,1,0
14437,15,0,1,0
5741,7,0,0,0
5822,5,1,1,0
28656,7,1,0,0
39151,9,0,0,0
41017,11,0,1,1
12879,2,1,1,0
25099,7,0,1,0
33080,4,1,0,0
48550,8,0,1,0
35035,8,0,1,0
10244,19,0,1,0
28050,10,1,1,0
24578,20,0,0,1
42071,16,1,0,1
24593,7,0,0,0
16742,3,0,1,0
24552,14,1,0,1
31327,15,1,0,1
31968,13,0,1,1
15326,5,0,0,0
11698,13,1,0,0
28356,5,0,0,0
6710,2,0,0,0
6355,1,0,0,0
40292,1,1,0,0
30099,7,0,0,0
4522,19,1,1,0
46842,2,1,0,0
15122,10,0,1,0
8250,7,1,1,0
17810,14,0,1,0
1406,2,0,0,0
19167,12,1,1,0
14684,17,1,0,0
24986,20,1,0,1
43296,16,1,1,1
29496,11,1,0,1
9421,18,0,0,0
36299,6,0,0,0
35866,20,0,0,1
30422,7,0,0,0
8440,10,0,1,0
11871,6,0,1,0
32680,10,1,1,0
39105,6,1,1,0
35127,1,1,0,0
37213,4,0,0,0
37849,19,0,1,1
8262,4,1,1,0
30692,3,0,0,0
23681,16,1,1,1
49302,15,1,1,1
20585,16,1,0,1
47365,1,1,1,0
34138,14,0,1,1
22433,15,1,0,1
7374,17,1,0,0
5528,5,0,1,0
22008,20,1,0,1
15513,2,0,0,0
2432,11,0,0,0
10394,18,1,0,0
18333,13,0,0,0
43272,20,1,1,1
49466,11,0,0,1
29321,6,1,1,0
32865,5,0,0,0
37042,6,1,1,0
8601,5,1,0,0
47427,19,0,1,1
15614,20,1,0,0
4694,18,0,0,0
5940,15,1,0,0
22572,13,1,1,1
758,6,0,1,0
38024,12,0,0,1
28653,7,1,0,0
6586,15,0,0,0
47160,3,1,1,0
31670,1,1,1,0
26266,6,1,0,0
27310,16,1,0,1
3790,4,0,0,0
3073,9,0,1,0
38393,18,0,1,1
10869,18,1,0,0
42341,18,0,1,1
26861,10,0,0,0
10301,14,0,0,0
43233,11,0,1,1
42682,19,0,1,1
13888,3,0,0,0
9854,11,1,1,0
15719,14,1,1,0
29589,17,0,1,1
4972,15,0,1,0
43804,7,1,0,0
2613,18,1,1,0
14680,10,1,0,0
2810,14,0,0,0
6388,6,1,1,0
27675,3,1,1,0
18385,2,1,1,0
20717,16,0,1,1
48755,5,0,0,0
36436,2,0,1,0
9562,9,1,0,0
20132,7,0,0,0
12532,12,0,0,0
34680,17,0,0,1
35896,6,1,1,0
34137,11,1,0,1
32441,16,0,0,1
28981,19,1,0,1
35426,11,0,1,1
16177,4,0,0,0
45321,20,0,1,1
4578,2,0,0,0
20341,8,0,1,0
21952,3,0,0,0
26793,4,0,0,0
38268,19,1,0,1
10525,10,1,0,0
45006,14,1,0,1
7102,16,0,1,0
18476,1,0,1,0
33867,13,1,0,1
3958,8,1,1,0
14745,16,0,0,0
26001,14,1,1,1
38683,12,0,0,1
9365,18,1,1,0
1014,15,0,0,0
36896,11,1,0,1
2789,11,1,1,0
20608,9,1,0,0
14027,2,0,1,0
42884,16,0,0,1
31778,7,0,1,0
33075,19,1,1,1
36101,7,1,0,0
35033,1,1,1,0
31983,4,0,1,0
13525,6,0,1,0
29079,17,0,0,1
19855,15,0,0,0
20828,4,0,1,0
38395,8,0,0,0
5969,2,1,1,0
44897,10,1,1,0
34212,9,0,0,0
32413,5,0,0,0
49049,13,0,1,1
13157,1,0,1,0
22599,3,0,1,0
46472,6,0,1,0
5265,17,1,0,0
44269,20,0,0,1
4997,10,1,0,0
32294,11,0,1,1
25732,9,1,0,0
47991,9,0,0,0
14791,17,0,1,0
27839,11,0,1,1
43028,19,0,0,1
17045,11,1,1,0
24316,9,0,1,0
15905,11,0,1,0
29163,11,1,1,1
37280,13,0,0,1
47133,13,1,0,1
3997,1,0,1,0
38319,18,1,0,1
36804,13,1,0,1
23091,3,1,0,0
46913,13,0,0,1
10430,5,1,0,0
1564,4,0,0,0
8863,15,0,1,0
24258,2,0,1,0
18118,1,0,0,0
48529,6,1,1,0
37494,8,1,0,0
40165,2,1,0,0
33311,7,0,0,0
37185,1,1,0,0
20818,16,0,1,1
14951,18,1,0,0
14210,11,0,0,0
10675,2,1,1,0
36052,6,0,1,0
38912,16,0,0,1
15856,18,0,1,0
19227,13,1,1,0
2929,10,1,0,0
48261,18,1,1,1
13992,19,1,0,0
39646,14,1,1,1
11837,10,1,1,0
1687,7,0,1,0
19773,5,0,0,0
45024,16,0,1,1
3823,5,1,1,0
4608,16,1,0,0
25773,12,0,0,1
49979,16,0,0,1
26600,16,0,1,1
24577,4,1,0,0
24213,20,1,0,1
16393,18,0,0,0
23344,8,1,0,0
49212,4,1,1,0
32445,8,1,1,0
18172,3,1,1,0
6680,1,0,1,0
13654,6,1,0,0
49341,14,0,1,1
26843,20,0,1,1
12325,15,1,1,0
27782,7,0,0,0
1153,1,0,1,0
39674,14,1,0,1
38817,14,0,0,1
46929,2,1,0,0
34031,15,1,1,1
16280,20,0,1,0
20532,14,0,0,1
41411,12,0,0,1
49900,18,1,1,1
33764,4,0,0,0
21746,12,1,0,1
34411,18,0,1,1
39866,15,0,0,1
46143,4,0,1,0
10382,14,0,0,0
11160,16,0,0,0
47452,12,1,0,1
2594,8,0,1,0
13515,19,0,1,0
39115,17,1,1,1
49095,14,1,1,1
33934,16,1,0,1
32527,15,0,1,1
15133,12,1,1,0
15884,5,1,1,0
27573,5,0,1,0
35026,1,0,0,0
28226,19,0,1,1
26481,13,1,0,1
38984,8,1,0,0
46038,19,0,1,1
3793,9,1,0,0
8008,7,0,0,0
1453,5,0,1,0
49657,3,1,1,0
22312,15,0,0,1
35887,3,0,0,0
16610,4,0,1,0
26914,1,1,1,0
1075,16,0,1,0
301,16,0,1,0
5430,5,1,0,0
28555,3,0,0,0
29092,4,1,0,0
24085,11,0,1,1
6751,2,0,0,0
20620,7,1,0,0
41675,5,0,0,0
7277,18,0,0,0
6766,18,0,0,0
45671,20,1,0,1
20086,14,0,1,1
10500,15,0,0,0
46735,16,1,1,1
20399,12,1,0,1
20197,19,1,0,1
31329,14,1,1,1
6568,3,0,1,0
49740,15,0,1,1
13076,11,0,1,0
19109,2,1,1,0
39643,13,0,0,1
34951,14,0,1,1
649,16,0,0,0
31930,12,0,1,1
27765,12,0,1,1
7394,19,1,1,0
33197,16,0,0,1
34087,4,0,0,0
14305,3,0,1,0
13594,8,0,0,0
32571,4,0,0,0
7711,6,1,1,0
4966,1,0,0,0
39404,12,1,1,1
30853,17,0,1,1
21219,18,1,0,1
18229,9,1,0,0
35603,4,1,0,0
20431,19,1,0,1
31851,18,0,1,1
31001,20,1,0,1
46109,15,1,0,1
34008,9,1,1,0
49998,15,0,0,1
38009,5,0,0,0
24540,17,0,1,1
15526,14,1,0,0
23416,4,1,1,0
34349,2,1,1,0
43904,1,1,0,0
39697,12,1,1,1
8184,16,1,1,0
20792,12,0,1,1
45979,15,1,0,1
26370,7,0,0,0
21657,9,0,1,0
39627,15,1,1,1
44053,3,0,1,0
12574,5,1,1,0
15153,1,1,1,0
30790,8,1,1,0
28795,9,0,0,0
11225,11,1,1,0
18146,5,0,1,0
13980,12,0,0,0
35404,3,1,0,0
33991,20,1,0,1
10928,20,0,1,0
24901,10,1,0,0
21894,2,0,1,0
319,9,1,1,0
28158,3,0,1,0
33998,14,0,0,1
3857,6,0,0,0
39901,7,0,0,0
45011,16,0,1,1
2412,5,1,0,0
36519,19,0,0,1
31916,13,1,0,1
43418,10,1,0,0
15968,3,1,0,0
7821,3,1,1,0
34371,17,1,1,1
8058,15,1,1,0
15403,4,0,1,0
33412,17,0,0,1
4687,2,1,0,0
11153,14,1,1,0
24574,2,0,1,0
4070,5,0,1,0
7592,9,0,0,0
22437,9,1,1,0
30341,9,0,0,0
4168,7,0,1,0
47078,9,1,1,0
26317,6,1,0,0
7199,4,1,1,0
13617,7,0,1,0
15269,7,0,0,0
19245,9,1,1,0
11108,1,0,1,0
19303,17,1,0,0
1912,15,0,0,0
41470,19,0,1,1
46783,17,0,1,1
44974,5,0,1,0
14567,10,0,1,0
49296,13,1,1,1
5276,5,0,0,0
17836,15,0,1,0
9958,13,0,1,0
18669,17,1,1,0
15190,19,0,1,0
43009,4,1,0,0
33638,11,1,0,1
17661,16,0,1,0
21466,1,0,1,0
30926,17,1,1,1
3703,9,0,1,0
38442,1,1,0,0
13521,10,1,0,0
37950,20,1,0,1
37353,8,0,0,0
32392,11,0,1,1
42306,15,0,1,1
15355,4,1,1,0
13287,12,0,0,0
46885,5,0,1,0
46673,20,0,0,1
36210,2,0,1,0
8848,5,1,0,0
39491,20,0,0,1
1704,8,1,0,0
31139,1,0,1,0
35320,6,0,0,0
40568,9,0,0,0
2936,2,0,0,0
20199,16,0,1,1
40814,10,0,1,0
2686,20,0,1,0
11674,2,0,1,0
27193,14,0,0,1
45508,10,0,1,0
35981,4,0,1,0
21537,8,0,1,0
31981,3,1,0,0
25196,10,1,1,0
39308,6,0,1,0
22547,12,0,1,1
10489,19,1,0,0
31802,11,1,0,1
47003,9,1,0,0
10845,16,0,0,0
42408,5,0,0,0
48521,8,1,0,0
14572,18,1,0,0
29603,17,1,1,1
22620,12,0,0,1
40284,5,0,1,0
3913,6,0,1,0
38211,7,0,1,0
24399,18,0,1,1
41987,12,1,1,1
10983,6,1,1,0
34067,5,0,0,0
20500,8,1,0,0
45453,3,1,1,0
12237,18,1,1,0
40262,10,1,1,0
24460,12,1,1,1
7296,11,1,0,0
23314,14,0,0,1
44104,17,0,0,1
3604,20,1,0,0
35708,4,1,1,0
24527,17,0,1,1
48100,17,1,0,1
13507,2,0,0,0
16232,17,1,0,0
34182,16,0,0,1
11546,11,0,0,0
41173,1,0,0,0
21851,20,1,0,1
29036,3,1,1,0
8342,9,0,1,0
6156,14,1,1,0
13438,2,1,0,0
46956,20,1,1,1
34504,20,1,1,1
1881,9,1,1,0
23013,7,1,0,0
31992,8,1,1,0
7039,8,1,0,0
19821,9,0,0,0
2057,11,0,1,0
49113,18,1,1,1
4000,5,0,0,0
25083,9,1,0,0
7281,15,0,1,0
44464,2,1,1,0
46387,10,1,0,0
16098,11,0,1,0
31363,18,0,0,1
25459,20,1,1,1
29932,6,0,1,0
35681,4,0,0,0
43844,12,0,1,1
41868,6,0,1,0
31772,12,0,1,1
4372,11,0,0,0
37864,10,0,1,0
28524,20,0,0,1
3244,2,0,0,0
43380,11,0,1,1
21439,14,0,0,1
46293,11,1,0,1
19086,1,0,1,0
14759,16,0,0,0
42009,11,0,1,1
49738,14,1,0,1
29344,7,1,1,0
44304,6,0,0,0
14503,8,0,0,0
49936,12,1,1,1
45650,11,0,1,1
29044,6,0,1,0
11596,12,1,1,0
36750,11,0,1,1
33310,3,1,1,0
25656,5,1,1,0
47801,1,1,0,0
46792,11,1,0,1
4520,7,0,1,0
14057,8,0,1,0
28384,10,0,0,0
24915,1,0,1,0
6165,15,0,0,0
16418,18,1,1,0
22621,17,1,0,1
7656,15,0,1,0
25961,2,1,0,0
35542,17,0,1,1
39712,15,1,0,1
6920,6,0,0,0
12440,11,0,0,0
21356,11,1,1,1
3024,10,1,0,0
39312,19,1,0,1
3062,7,1,0,0
10617,8,1,1,0
18376,17,0,1,0
5476,14,1,1,0
34064,11,1,1,1
39696,5,0,1,0
24745,1,1,0,0
33527,5,1,1,0
26720,15,1,0,1
47183,15,1,1,1
25763,16,0,1,1
20985,10,0,0,0
23216,11,1,0,1
4075,8,1,0,0
1466,6,0,0,0
11838,9,1,1,0
16019,14,1,1,0
5825,6,1,1,0
17342,20,1,0,0
11083,14,0,0,0
37970,3,1,0,0
10470,14,1,1,0
955,1,0,0,0
3842,2,1,0,0
1878,4,0,0,0
16239,16,1,1,0
6795,5,1,1,0
735,5,0,1,0
33076,5,1,0,0
46389,10,0,0,0
41278,3,0,0,0
2262,5,0,0,0
12358,12,1,0,0
37543,6,1,1,0
42240,17,1,0,1
42128,11,1,0,1
43640,3,1,1,0
49085,2,1,1,0
26177,1,1,0,0
8622,6,1,1,0
38782,10,1,0,0
34274,3,0,0,0
43100,14,0,0,1
42582,17,1,1,1
18429,13,0,0,0
2330,7,1,1,0
5583,19,1,1,0
43936,7,0,1,0
36630,7,1,1,0
25043,6,0,1,0
41922,18,0,0,1
30823,8,1,1,0
25644,3,1,1,0
4022,15,0,0,0
26657,20,1,1,1
5900,12,0,1,0
40033,2,0,0,0
31964,3,1,0,0
8341,8,1,1,0
39537,8,0,1,0
33807,19,0,1,1
16921,9,1,1,0
24779,9,1,0,0
10184,16,1,0,0
31005,17,0,0,1
28711,6,1,0,0
12376,16,1,0,0
7518,1,0,1,0
4240,10,0,0,0
14844,11,1,0,0
37739,17,1,1,1
8700,19,0,1,0
3353,5,1,1,0
42627,7,0,0,0
26533,11,1,0,1
8171,8,1,1,0
48100,13,0,1,1
39420,4,1,0,0
36113,18,1,1,1
26203,15,0,0,1
31073,15,0,1,1
16255,12,0,1,0
31598,14,0,0,1
40396,7,1,1,0
49040,1,0,0,0
46278,10,0,0,0
5280,5,1,1,0
32245,15,0,0,1
28233,7,0,0,0
12836,15,1,1,0
33618,8,0,1,0
32900,6,0,0,0
29659,13,1,0,1
10104,18,1,0,0
38139,15,0,0,1
22280,5,0,0,0
29679,2,1,0,0
15481,6,0,0,0
42700,8,1,0,0
28971,5,0,1,0
11553,5,0,0,0
16640,18,0,0,0
42184,12,0,0,1
8855,6,1,0,0
7018,1,0,0,0
13504,3,0,1,0
21576,12,1,0,1
10764,16,0,1,0
10742,5,0,1,0
18303,9,0,0,0
28470,2,1,1,0
14389,8,1,0,0
10404,12,0,0,0
39526,20,0,1,1
1178,4,1,1,0
8547,16,1,0,0
39276,9,0,1,0
28704,4,1,0,0
7474,9,0,0,0
1538,6,0,1,0
4673,12,0,0,0
16110,6,1,0,0
1626,10,1,1,0
46102,17,0,1,1
33033,2,0,0,0
14940,12,1,0,0
36762,7,0,0,0
29614,17,0,1,1
9891,7,0,0,0
33492,17,1,1,1
40157,8,0,1,0
3823,1,0,1,0
16677,1,0,0,0
15104,8,0,0,0
32144,18,1,0,1
20000,11,1,0,0
11072,18,0,1,0
44993,14,0,0,1
32492,4,1,0,0
8982,9,1,0,0
15129,7,0,1,0
16295,11,1,1,0
49477,6,1,1,0
34325,19,1,0,1
1427,20,1,1,0
6830,8,1,1,0
40352,15,0,0,1
2846,15,0,1,0
7118,8,1,1,0
33760,11,0,1,1
49582,2,0,0,0
29894,3,1,1,0
17459,10,0,1,0
20410,17,1,0,1
16029,11,1,1,0
35805,14,0,1,1
19203,18,1,0,0
31428,20,1,1,1
28680,8,1,0,0
16028,2,0,1,0
39728,8,0,1,0
37429,16,1,1,1
11702,19,1,0,0
42536,5,1,0,0
13167,6,1,0,0
16987,20,0,0,0
142,20,1,1,0
27088,6,1,0,0
44965,19,0,1,1
30110,1,0,0,0
12596,6,0,0,0
26925,10,1,0,0
4709,3,1,0,0
43628,7,0,1,0
33900,6,0,1,0
18170,16,0,1,0
6317,14,0,0,0
1801,15,0,0,0
21188,19,0,1,1
44706,11,0,0,1
30259,19,1,0,1
27441,12,0,1,1
41241,10,1,1,0
38604,10,0,1,0
40776,18,1,0,1
46618,13,0,1,1
14269,17,1,0,0
20101,15,1,0,1
5423,3,1,1,0
5723,17,0,0,0
31742,13,1,0,1
1117,10,1,0,0
19566,1,0,1,0
38108,3,0,1,0
24343,5,0,1,0
25322,4,1,1,0
40102,5,1,0,0
17807,12,0,1,0
31166,10,0,1,0
6620,11,0,1,0
13419,17,1,0,0
40878,12,0,0,1
15522,1,0,1,0
5041,1,0,0,0
11133,20,1,1,0
12715,18,0,1,0
48209,10,0,0,0
26999,3,1,1,0
13902,5,1,1,0
12195,10,0,1,0
5873,18,1,1,0
47796,6,0,0,0
41683,9,1,1,0
2299,5,1,0,0
14075,15,0,0,0
46271,9,1,0,0
7171,15,0,0,0
28543,18,0,0,1
13474,14,0,1,0
35918,3,1,0,0
10842,1,1,0,0
48596,16,1,0,1
38615,20,0,0,1
6986,6,0,1,0
32195,13,1,1,1
40183,12,0,1,1
29810,13,1,0,1
22771,6,0,1,0
15558,3,1,1,0
34715,5,1,0,0
3565,7,0,0,0
22642,2,0,0,0
6226,19,0,0,0
7585,19,0,1,0
2387,12,0,0,0
13265,4,0,1,0
16115,3,0,1,0
25298,20,1,1,1
21629,4,0,1,0
24648,12,0,1,1
38610,16,0,0,1
38082,19,0,1,1
22383,5,0,1,0
17924,12,0,0,0
43482,20,0,1,1
16363,4,1,0,0
26273,9,1,0,0
28345,19,0,0,1
2484,16,1,0,0
4519,12,0,0,0
24531,6,0,1,0
17584,2,1,1,0
21450,15,0,0,1
33131,3,1,0,0
11742,2,1,1,0
48378,20,0,0,1
42921,17,0,1,1
24578,3,1,1,0
33079,18,0,1,1
7532,11,0,0,0
10424,19,0,0,0
31990,10,1,1,0
31311,13,0,1,1
24756,17,0,1,1
4903,9,1,1,0
34648,13,0,0,1
17833,1,0,0,0
49497,5,1,1,0
46716,1,0,1,0
27300,7,1,0,0
39127,6,0,0,0
40290,3,0,1,0
29170,7,0,1,0
19986,10,1,1,0
19346,2,1,1,0
47066,20,1,1,1
25756,20,1,1,1
36228,1,0,0,0
42930,20,0,0,1
